UID,name,socio_economical_impact
srae-roneam-village-against-illegal-loggin,Violations of human rights,
srae-roneam-village-against-illegal-loggin,Land dispossession,
srae-roneam-village-against-illegal-loggin,Loss of landscape/sense of place,
environmental-conflict-in-the-campo-de-gibraltar,Loss of traditional knowledge/practices/cultures,
environmental-conflict-in-the-campo-de-gibraltar,Increase in Corruption/Co-optation of different actors,
environmental-conflict-in-the-campo-de-gibraltar,Loss of livelihood,
iron-ore-mining-in-dantewada-jharkhand,Increase in violence and crime,
iron-ore-mining-in-dantewada-jharkhand,Loss of livelihood,
iron-ore-mining-in-dantewada-jharkhand,Loss of traditional knowledge/practices/cultures,
iron-ore-mining-in-dantewada-jharkhand,Militarization and increased police presence,
iron-ore-mining-in-dantewada-jharkhand,Violations of human rights,
iron-ore-mining-in-dantewada-jharkhand,Loss of landscape/sense of place,
samarco-tailings-dam-disaster-minas-gerais-brazil,Displacement,
samarco-tailings-dam-disaster-minas-gerais-brazil,"Lack of work security, labour absenteeism, firings, unemployment",
samarco-tailings-dam-disaster-minas-gerais-brazil,Loss of livelihood,
samarco-tailings-dam-disaster-minas-gerais-brazil,Violations of human rights,
samarco-tailings-dam-disaster-minas-gerais-brazil,Land dispossession,
samarco-tailings-dam-disaster-minas-gerais-brazil,Loss of landscape/sense of place,
open-cast-mining-at-sefateng-chrome-mine-in-limpopo-south-africa,Displacement,
open-cast-mining-at-sefateng-chrome-mine-in-limpopo-south-africa,"Lack of work security, labour absenteeism, firings, unemployment",
open-cast-mining-at-sefateng-chrome-mine-in-limpopo-south-africa,Loss of livelihood,
open-cast-mining-at-sefateng-chrome-mine-in-limpopo-south-africa,Militarization and increased police presence,
open-cast-mining-at-sefateng-chrome-mine-in-limpopo-south-africa,Violations of human rights,
open-cast-mining-at-sefateng-chrome-mine-in-limpopo-south-africa,Land dispossession,
mining-of-white-clay-or-china-clay-netrokona-district-in-the-northern-part-of-bangladesh,Increase in Corruption/Co-optation of different actors,
mining-of-white-clay-or-china-clay-netrokona-district-in-the-northern-part-of-bangladesh,Displacement,
mining-of-white-clay-or-china-clay-netrokona-district-in-the-northern-part-of-bangladesh,Loss of livelihood,
mining-of-white-clay-or-china-clay-netrokona-district-in-the-northern-part-of-bangladesh,Land dispossession,
mining-of-white-clay-or-china-clay-netrokona-district-in-the-northern-part-of-bangladesh,Loss of landscape/sense of place,
oil-spill-at-ikarama-community-nigeria,Displacement,
oil-spill-at-ikarama-community-nigeria,"Lack of work security, labour absenteeism, firings, unemployment",
oil-spill-at-ikarama-community-nigeria,Loss of livelihood,
oil-spill-at-ikarama-community-nigeria,Loss of traditional knowledge/practices/cultures,
oil-spill-at-ikarama-community-nigeria,Militarization and increased police presence,
oil-spill-at-ikarama-community-nigeria,Specific impacts on women,
oil-spill-at-ikarama-community-nigeria,Violations of human rights,
oil-spill-at-ikarama-community-nigeria,Land dispossession,
oil-spill-at-ikarama-community-nigeria,Loss of landscape/sense of place,
tolak-reklamasi-bali-indonesia,Increase in Corruption/Co-optation of different actors,
tolak-reklamasi-bali-indonesia,Displacement,
tolak-reklamasi-bali-indonesia,Increase in violence and crime,
tolak-reklamasi-bali-indonesia,"Lack of work security, labour absenteeism, firings, unemployment",
tolak-reklamasi-bali-indonesia,Loss of livelihood,
tolak-reklamasi-bali-indonesia,Loss of traditional knowledge/practices/cultures,
tolak-reklamasi-bali-indonesia,"Social problems (alcoholism, prostitution, etc..)",
tolak-reklamasi-bali-indonesia,Violations of human rights,
tolak-reklamasi-bali-indonesia,Land dispossession,
tolak-reklamasi-bali-indonesia,Loss of landscape/sense of place,
port-colborne-class-action-lawsuit-against-vale,Other socio-economic impacts,
area-de-uso-multiple-rio-sarstun,Displacement,
area-de-uso-multiple-rio-sarstun,Loss of livelihood,
area-de-uso-multiple-rio-sarstun,Loss of traditional knowledge/practices/cultures,
area-de-uso-multiple-rio-sarstun,Militarization and increased police presence,
area-de-uso-multiple-rio-sarstun,Specific impacts on women,
area-de-uso-multiple-rio-sarstun,Violations of human rights,
area-de-uso-multiple-rio-sarstun,Land dispossession,
area-de-uso-multiple-rio-sarstun,Loss of landscape/sense of place,
area-de-uso-multiple-rio-sarstun,Increase in Corruption/Co-optation of different actors,
area-de-uso-multiple-rio-sarstun,Increase in violence and crime,
pollution-of-the-channel-veliki-backi-kanal-serbia,Loss of landscape/sense of place,
pollution-of-the-channel-veliki-backi-kanal-serbia,Displacement,
deterioro-humedal-tibanica-bogota-colombia,Increase in violence and crime,
deterioro-humedal-tibanica-bogota-colombia,Loss of landscape/sense of place,
the-malagrotta-landfill-and-speculation-in-the-galeria-valley-italy,Loss of livelihood,
the-malagrotta-landfill-and-speculation-in-the-galeria-valley-italy,Land dispossession,
the-malagrotta-landfill-and-speculation-in-the-galeria-valley-italy,Loss of landscape/sense of place,
dumpsite-pollution-and-waste-picker-struggles-in-siem-reap-cambodia,Loss of livelihood,
dumpsite-pollution-and-waste-picker-struggles-in-siem-reap-cambodia,Violations of human rights,
dumpsite-pollution-and-waste-picker-struggles-in-siem-reap-cambodia,Loss of landscape/sense of place,
dumpsite-pollution-and-waste-picker-struggles-in-siem-reap-cambodia,Displacement,
dumpsite-pollution-and-waste-picker-struggles-in-siem-reap-cambodia,Loss of traditional knowledge/practices/cultures,
dumpsite-pollution-and-waste-picker-struggles-in-siem-reap-cambodia,"Social problems (alcoholism, prostitution, etc..)",
dumpsite-pollution-and-waste-picker-struggles-in-siem-reap-cambodia,Specific impacts on women,
dumpsite-pollution-and-waste-picker-struggles-in-siem-reap-cambodia,Land dispossession,
dumpsite-pollution-and-waste-picker-struggles-in-siem-reap-cambodia,"Lack of work security, labour absenteeism, firings, unemployment",
eucapacific-eucalyptus-plantations-ecuador,Displacement,
eucapacific-eucalyptus-plantations-ecuador,"Lack of work security, labour absenteeism, firings, unemployment",
eucapacific-eucalyptus-plantations-ecuador,Loss of livelihood,
eucapacific-eucalyptus-plantations-ecuador,Specific impacts on women,
eucapacific-eucalyptus-plantations-ecuador,Land dispossession,
eucapacific-eucalyptus-plantations-ecuador,Violations of human rights,
eucapacific-eucalyptus-plantations-ecuador,Increase in Corruption/Co-optation of different actors,
eucapacific-eucalyptus-plantations-ecuador,Loss of traditional knowledge/practices/cultures,
the-allouk-water-station-shutdown-a-humanitarian-crisis-in-northeastern-syria,Displacement,
the-allouk-water-station-shutdown-a-humanitarian-crisis-in-northeastern-syria,"Lack of work security, labour absenteeism, firings, unemployment",
the-allouk-water-station-shutdown-a-humanitarian-crisis-in-northeastern-syria,Loss of livelihood,
the-allouk-water-station-shutdown-a-humanitarian-crisis-in-northeastern-syria,Violations of human rights,
the-allouk-water-station-shutdown-a-humanitarian-crisis-in-northeastern-syria,Loss of landscape/sense of place,
the-allouk-water-station-shutdown-a-humanitarian-crisis-in-northeastern-syria,Loss of traditional knowledge/practices/cultures,
israeli-industries-polluting-palestinian-city-of-tulkarm,"Lack of work security, labour absenteeism, firings, unemployment",
israeli-industries-polluting-palestinian-city-of-tulkarm,Loss of livelihood,
israeli-industries-polluting-palestinian-city-of-tulkarm,Militarization and increased police presence,
israeli-industries-polluting-palestinian-city-of-tulkarm,Violations of human rights,
israeli-industries-polluting-palestinian-city-of-tulkarm,Land dispossession,
israeli-industries-polluting-palestinian-city-of-tulkarm,Loss of landscape/sense of place,
israeli-industries-polluting-palestinian-city-of-tulkarm,Other socio-economic impacts,
the-eucalyptus-plantations-in-sao-luiz-do-paraitinga-sao-paulo-brazil,"Lack of work security, labour absenteeism, firings, unemployment",
the-eucalyptus-plantations-in-sao-luiz-do-paraitinga-sao-paulo-brazil,Loss of livelihood,
the-eucalyptus-plantations-in-sao-luiz-do-paraitinga-sao-paulo-brazil,Loss of traditional knowledge/practices/cultures,
the-eucalyptus-plantations-in-sao-luiz-do-paraitinga-sao-paulo-brazil,Land dispossession,
the-eucalyptus-plantations-in-sao-luiz-do-paraitinga-sao-paulo-brazil,Displacement,
centromins-san-luis-mine-in-el-carmen-de-chucuri-santander-colombia,Displacement,
centromins-san-luis-mine-in-el-carmen-de-chucuri-santander-colombia,Increase in violence and crime,
centromins-san-luis-mine-in-el-carmen-de-chucuri-santander-colombia,Loss of livelihood,
centromins-san-luis-mine-in-el-carmen-de-chucuri-santander-colombia,Loss of traditional knowledge/practices/cultures,
centromins-san-luis-mine-in-el-carmen-de-chucuri-santander-colombia,Violations of human rights,
centromins-san-luis-mine-in-el-carmen-de-chucuri-santander-colombia,Land dispossession,
centromins-san-luis-mine-in-el-carmen-de-chucuri-santander-colombia,Loss of landscape/sense of place,
africville-nova-scotia,Displacement,
africville-nova-scotia,Violations of human rights,
africville-nova-scotia,Land dispossession,
africville-nova-scotia,Loss of landscape/sense of place,
unregulated-tourism-in-eco-sensitive-coral-island-bangladesh,Loss of livelihood,
unregulated-tourism-in-eco-sensitive-coral-island-bangladesh,Loss of traditional knowledge/practices/cultures,
unregulated-tourism-in-eco-sensitive-coral-island-bangladesh,Loss of landscape/sense of place,
masacre-en-totonicapan,Increase in Corruption/Co-optation of different actors,
masacre-en-totonicapan,Increase in violence and crime,
masacre-en-totonicapan,Loss of livelihood,
masacre-en-totonicapan,Militarization and increased police presence,
masacre-en-totonicapan,Specific impacts on women,
masacre-en-totonicapan,Violations of human rights,
panguangying-waste-incineration-plant-hebei-china,Increase in Corruption/Co-optation of different actors,
panguangying-waste-incineration-plant-hebei-china,Land dispossession,
panguangying-waste-incineration-plant-hebei-china,Displacement,
panguangying-waste-incineration-plant-hebei-china,Increase in violence and crime,
panguangying-waste-incineration-plant-hebei-china,Militarization and increased police presence,
panguangying-waste-incineration-plant-hebei-china,Loss of livelihood,
besqab-and-uppsala-municipality-development-plans-sweden,Loss of landscape/sense of place,
besqab-and-uppsala-municipality-development-plans-sweden,Other socio-economic impacts,
pig-iron-industries-in-piquia-de-baixo-maranhao-brazil,Displacement,
pig-iron-industries-in-piquia-de-baixo-maranhao-brazil,Loss of livelihood,
pig-iron-industries-in-piquia-de-baixo-maranhao-brazil,Violations of human rights,
pig-iron-industries-in-piquia-de-baixo-maranhao-brazil,Loss of landscape/sense of place,
manta-manaus-multimodal-corridor-ecuador-peru-brazil,Increase in Corruption/Co-optation of different actors,
manta-manaus-multimodal-corridor-ecuador-peru-brazil,Displacement,
manta-manaus-multimodal-corridor-ecuador-peru-brazil,"Lack of work security, labour absenteeism, firings, unemployment",
manta-manaus-multimodal-corridor-ecuador-peru-brazil,Loss of livelihood,
manta-manaus-multimodal-corridor-ecuador-peru-brazil,Loss of traditional knowledge/practices/cultures,
manta-manaus-multimodal-corridor-ecuador-peru-brazil,Violations of human rights,
manta-manaus-multimodal-corridor-ecuador-peru-brazil,Land dispossession,
manta-manaus-multimodal-corridor-ecuador-peru-brazil,Loss of landscape/sense of place,
holtec-nuclear-waste-disposal-in-plymouth-county,Violations of human rights,
holtec-nuclear-waste-disposal-in-plymouth-county,Loss of landscape/sense of place,
holtec-nuclear-waste-disposal-in-plymouth-county,Loss of livelihood,
invasive-species-in-lake-victoria-kenya,Loss of livelihood,
iron-ore-mining-in-paulistana-piaui-brazil,Displacement,
iron-ore-mining-in-paulistana-piaui-brazil,Loss of livelihood,
iron-ore-mining-in-paulistana-piaui-brazil,Land dispossession,
iron-ore-mining-in-paulistana-piaui-brazil,Loss of traditional knowledge/practices/cultures,
iron-ore-mining-in-paulistana-piaui-brazil,Violations of human rights,
iron-ore-mining-in-paulistana-piaui-brazil,Loss of landscape/sense of place,
pakyong-airport,Displacement,
pakyong-airport,Loss of livelihood,
pakyong-airport,Militarization and increased police presence,
pakyong-airport,Land dispossession,
pakyong-airport,Loss of landscape/sense of place,
pakyong-airport,Loss of traditional knowledge/practices/cultures,
pakyong-airport,Other socio-economic impacts,
cirebon-i-and-ii-coal-power-plants-west-java-indonesia,Loss of livelihood,
cirebon-i-and-ii-coal-power-plants-west-java-indonesia,Increase in Corruption/Co-optation of different actors,
cirebon-i-and-ii-coal-power-plants-west-java-indonesia,"Lack of work security, labour absenteeism, firings, unemployment",
cirebon-i-and-ii-coal-power-plants-west-java-indonesia,Loss of traditional knowledge/practices/cultures,
floating-nuclear-power-plant-pevek-arctic-russia,Militarization and increased police presence,
floating-nuclear-power-plant-pevek-arctic-russia,Loss of traditional knowledge/practices/cultures,
floating-nuclear-power-plant-pevek-arctic-russia,Loss of landscape/sense of place,
la-lucha-del-pueblo-shuar-arutam-psha-contra-solaris-resources,Increase in Corruption/Co-optation of different actors,
la-lucha-del-pueblo-shuar-arutam-psha-contra-solaris-resources,Displacement,
la-lucha-del-pueblo-shuar-arutam-psha-contra-solaris-resources,Militarization and increased police presence,
la-lucha-del-pueblo-shuar-arutam-psha-contra-solaris-resources,"Social problems (alcoholism, prostitution, etc..)",
la-lucha-del-pueblo-shuar-arutam-psha-contra-solaris-resources,Specific impacts on women,
la-lucha-del-pueblo-shuar-arutam-psha-contra-solaris-resources,Violations of human rights,
la-lucha-del-pueblo-shuar-arutam-psha-contra-solaris-resources,Land dispossession,
la-lucha-del-pueblo-shuar-arutam-psha-contra-solaris-resources,Other socio-economic impacts,
la-lucha-del-pueblo-shuar-arutam-psha-contra-solaris-resources,Increase in violence and crime,
la-lucha-del-pueblo-shuar-arutam-psha-contra-solaris-resources,Loss of livelihood,
la-lucha-del-pueblo-shuar-arutam-psha-contra-solaris-resources,Loss of traditional knowledge/practices/cultures,
la-lucha-del-pueblo-shuar-arutam-psha-contra-solaris-resources,Loss of landscape/sense of place,
bergama-gold-mine-turkey,Displacement,
bergama-gold-mine-turkey,"Lack of work security, labour absenteeism, firings, unemployment",
bergama-gold-mine-turkey,Loss of livelihood,
bergama-gold-mine-turkey,Loss of landscape/sense of place,
lignite-mining-welzow-sued-ii-welzow-proschim-germany,Displacement,
lignite-mining-welzow-sued-ii-welzow-proschim-germany,Increase in violence and crime,
lignite-mining-welzow-sued-ii-welzow-proschim-germany,Loss of livelihood,
lignite-mining-welzow-sued-ii-welzow-proschim-germany,Land dispossession,
lignite-mining-welzow-sued-ii-welzow-proschim-germany,Loss of landscape/sense of place,
noccioleti-a-viterbo,Loss of landscape/sense of place,
murta-dam-mg-brazil,Displacement,
murta-dam-mg-brazil,Increase in violence and crime,
murta-dam-mg-brazil,Loss of livelihood,
murta-dam-mg-brazil,Loss of traditional knowledge/practices/cultures,
murta-dam-mg-brazil,Violations of human rights,
murta-dam-mg-brazil,Land dispossession,
oil-exploitation-in-campo-del-libertador-ecuador,Increase in Corruption/Co-optation of different actors,
oil-exploitation-in-campo-del-libertador-ecuador,Displacement,
oil-exploitation-in-campo-del-libertador-ecuador,Increase in violence and crime,
oil-exploitation-in-campo-del-libertador-ecuador,"Lack of work security, labour absenteeism, firings, unemployment",
oil-exploitation-in-campo-del-libertador-ecuador,Loss of livelihood,
oil-exploitation-in-campo-del-libertador-ecuador,Loss of traditional knowledge/practices/cultures,
oil-exploitation-in-campo-del-libertador-ecuador,Militarization and increased police presence,
oil-exploitation-in-campo-del-libertador-ecuador,"Social problems (alcoholism, prostitution, etc..)",
oil-exploitation-in-campo-del-libertador-ecuador,Specific impacts on women,
oil-exploitation-in-campo-del-libertador-ecuador,Violations of human rights,
oil-exploitation-in-campo-del-libertador-ecuador,Land dispossession,
oil-exploitation-in-campo-del-libertador-ecuador,Loss of landscape/sense of place,
ffs-refiner-chemical-polltion-in-durban-south-africa,Violations of human rights,
jumbo-glacier-resort-canada,Displacement,
jumbo-glacier-resort-canada,Loss of traditional knowledge/practices/cultures,
jumbo-glacier-resort-canada,Militarization and increased police presence,
jumbo-glacier-resort-canada,Violations of human rights,
jumbo-glacier-resort-canada,Loss of landscape/sense of place,
jumbo-glacier-resort-canada,Other socio-economic impacts,
jumbo-glacier-resort-canada,Loss of livelihood,
cerro-blanco-guatemala,Increase in Corruption/Co-optation of different actors,
cerro-blanco-guatemala,Displacement,
cerro-blanco-guatemala,"Lack of work security, labour absenteeism, firings, unemployment",
cerro-blanco-guatemala,Loss of traditional knowledge/practices/cultures,
cerro-blanco-guatemala,Militarization and increased police presence,
cerro-blanco-guatemala,Specific impacts on women,
cerro-blanco-guatemala,Violations of human rights,
cerro-blanco-guatemala,Land dispossession,
cerro-blanco-guatemala,Loss of landscape/sense of place,
illegal-gold-mining-askizsky-republic-of-khakassia-russian-federation,Loss of landscape/sense of place,
illegal-gold-mining-askizsky-republic-of-khakassia-russian-federation,Increase in Corruption/Co-optation of different actors,
illegal-gold-mining-askizsky-republic-of-khakassia-russian-federation,"Lack of work security, labour absenteeism, firings, unemployment",
illegal-gold-mining-askizsky-republic-of-khakassia-russian-federation,Loss of livelihood,
illegal-gold-mining-askizsky-republic-of-khakassia-russian-federation,Loss of traditional knowledge/practices/cultures,
illegal-gold-mining-askizsky-republic-of-khakassia-russian-federation,Land dispossession,
illegal-gold-mining-askizsky-republic-of-khakassia-russian-federation,Displacement,
kenney-dam-british-columbia,Displacement,
kenney-dam-british-columbia,Loss of livelihood,
kenney-dam-british-columbia,Violations of human rights,
kenney-dam-british-columbia,Loss of landscape/sense of place,
kenney-dam-british-columbia,Loss of traditional knowledge/practices/cultures,
kenney-dam-british-columbia,Land dispossession,
kenney-dam-british-columbia,Other socio-economic impacts,
san-jorge-amenaza-uspallata-mendoza-argentina,"Lack of work security, labour absenteeism, firings, unemployment",
san-jorge-amenaza-uspallata-mendoza-argentina,Loss of livelihood,
san-jorge-amenaza-uspallata-mendoza-argentina,Loss of traditional knowledge/practices/cultures,
san-jorge-amenaza-uspallata-mendoza-argentina,Specific impacts on women,
san-jorge-amenaza-uspallata-mendoza-argentina,Loss of landscape/sense of place,
san-jorge-amenaza-uspallata-mendoza-argentina,Increase in Corruption/Co-optation of different actors,
san-jorge-amenaza-uspallata-mendoza-argentina,"Social problems (alcoholism, prostitution, etc..)",
orica-company-botany-community,Other socio-economic impacts,
myitsone-dam-on-irrawaddy-river-myanmar,Violations of human rights,
myitsone-dam-on-irrawaddy-river-myanmar,Land dispossession,
myitsone-dam-on-irrawaddy-river-myanmar,Increase in Corruption/Co-optation of different actors,
myitsone-dam-on-irrawaddy-river-myanmar,Displacement,
myitsone-dam-on-irrawaddy-river-myanmar,Loss of livelihood,
myitsone-dam-on-irrawaddy-river-myanmar,Loss of traditional knowledge/practices/cultures,
myitsone-dam-on-irrawaddy-river-myanmar,Loss of landscape/sense of place,
myitsone-dam-on-irrawaddy-river-myanmar,Militarization and increased police presence,
myitsone-dam-on-irrawaddy-river-myanmar,Other socio-economic impacts,
marbella-costa-rica,Displacement,
marbella-costa-rica,Loss of livelihood,
marbella-costa-rica,Loss of traditional knowledge/practices/cultures,
marbella-costa-rica,Land dispossession,
marbella-costa-rica,Loss of landscape/sense of place,
marbella-costa-rica,Increase in Corruption/Co-optation of different actors,
mina-cerro-vanguardia,Loss of livelihood,
mina-cerro-vanguardia,Increase in Corruption/Co-optation of different actors,
mina-cerro-vanguardia,Loss of traditional knowledge/practices/cultures,
mina-cerro-vanguardia,Land dispossession,
despojo-por-posesion-ilegal-de-tierras-en-cerro-prieto-queretaro,Loss of landscape/sense of place,
despojo-por-posesion-ilegal-de-tierras-en-cerro-prieto-queretaro,Displacement,
despojo-por-posesion-ilegal-de-tierras-en-cerro-prieto-queretaro,Loss of livelihood,
despojo-por-posesion-ilegal-de-tierras-en-cerro-prieto-queretaro,Violations of human rights,
despojo-por-posesion-ilegal-de-tierras-en-cerro-prieto-queretaro,Increase in violence and crime,
despojo-por-posesion-ilegal-de-tierras-en-cerro-prieto-queretaro,Militarization and increased police presence,
despojo-por-posesion-ilegal-de-tierras-en-cerro-prieto-queretaro,Land dispossession,
despojo-por-posesion-ilegal-de-tierras-en-cerro-prieto-queretaro,Increase in Corruption/Co-optation of different actors,
law-for-the-protection-of-iberian-wolves-spain,Increase in Corruption/Co-optation of different actors,
law-for-the-protection-of-iberian-wolves-spain,Loss of traditional knowledge/practices/cultures,
timber-mining-in-the-intact-forest-landscapes-of-arkhangelsk-oblast-dvinsky-forest,Loss of livelihood,
timber-mining-in-the-intact-forest-landscapes-of-arkhangelsk-oblast-dvinsky-forest,Violations of human rights,
timber-mining-in-the-intact-forest-landscapes-of-arkhangelsk-oblast-dvinsky-forest,Loss of landscape/sense of place,
timber-mining-in-the-intact-forest-landscapes-of-arkhangelsk-oblast-dvinsky-forest,Increase in Corruption/Co-optation of different actors,
jatropha-plant-project-in-patan-district-gujrat-india,Loss of livelihood,
jatropha-plant-project-in-patan-district-gujrat-india,Land dispossession,
jatropha-plant-project-in-patan-district-gujrat-india,Displacement,
jatropha-plant-project-in-patan-district-gujrat-india,Loss of landscape/sense of place,
bumbuna-ii-dam,Increase in Corruption/Co-optation of different actors,
bumbuna-ii-dam,Loss of livelihood,
bumbuna-ii-dam,Displacement,
wirikuta-mexico,Displacement,
wirikuta-mexico,Loss of livelihood,
wirikuta-mexico,Loss of traditional knowledge/practices/cultures,
wirikuta-mexico,Loss of landscape/sense of place,
lucha-del-frente-de-pueblos-en-defensa-de-la-tierra-y-el-agua-morelos-puebla-tlaxcala-contra-el-proyecto-integral-morelos,Displacement,
lucha-del-frente-de-pueblos-en-defensa-de-la-tierra-y-el-agua-morelos-puebla-tlaxcala-contra-el-proyecto-integral-morelos,Increase in violence and crime,
lucha-del-frente-de-pueblos-en-defensa-de-la-tierra-y-el-agua-morelos-puebla-tlaxcala-contra-el-proyecto-integral-morelos,Militarization and increased police presence,
lucha-del-frente-de-pueblos-en-defensa-de-la-tierra-y-el-agua-morelos-puebla-tlaxcala-contra-el-proyecto-integral-morelos,Specific impacts on women,
lucha-del-frente-de-pueblos-en-defensa-de-la-tierra-y-el-agua-morelos-puebla-tlaxcala-contra-el-proyecto-integral-morelos,Violations of human rights,
lucha-del-frente-de-pueblos-en-defensa-de-la-tierra-y-el-agua-morelos-puebla-tlaxcala-contra-el-proyecto-integral-morelos,Land dispossession,
lucha-del-frente-de-pueblos-en-defensa-de-la-tierra-y-el-agua-morelos-puebla-tlaxcala-contra-el-proyecto-integral-morelos,Loss of landscape/sense of place,
lucha-del-frente-de-pueblos-en-defensa-de-la-tierra-y-el-agua-morelos-puebla-tlaxcala-contra-el-proyecto-integral-morelos,"Lack of work security, labour absenteeism, firings, unemployment",
lucha-del-frente-de-pueblos-en-defensa-de-la-tierra-y-el-agua-morelos-puebla-tlaxcala-contra-el-proyecto-integral-morelos,Loss of livelihood,
lucha-del-frente-de-pueblos-en-defensa-de-la-tierra-y-el-agua-morelos-puebla-tlaxcala-contra-el-proyecto-integral-morelos,Loss of traditional knowledge/practices/cultures,
lucha-del-frente-de-pueblos-en-defensa-de-la-tierra-y-el-agua-morelos-puebla-tlaxcala-contra-el-proyecto-integral-morelos,"Social problems (alcoholism, prostitution, etc..)",
the-impacts-of-fishing-agreements-with-chinese-investors-and-fishing-fleet,Increase in Corruption/Co-optation of different actors,
the-impacts-of-fishing-agreements-with-chinese-investors-and-fishing-fleet,Displacement,
the-impacts-of-fishing-agreements-with-chinese-investors-and-fishing-fleet,"Lack of work security, labour absenteeism, firings, unemployment",
the-impacts-of-fishing-agreements-with-chinese-investors-and-fishing-fleet,Loss of livelihood,
the-impacts-of-fishing-agreements-with-chinese-investors-and-fishing-fleet,Loss of traditional knowledge/practices/cultures,
the-impacts-of-fishing-agreements-with-chinese-investors-and-fishing-fleet,Violations of human rights,
the-impacts-of-fishing-agreements-with-chinese-investors-and-fishing-fleet,Other socio-economic impacts,
vasove-vode-illegal-landfill-montenegro,Displacement,
vasove-vode-illegal-landfill-montenegro,Increase in violence and crime,
vasove-vode-illegal-landfill-montenegro,Militarization and increased police presence,
vasove-vode-illegal-landfill-montenegro,Increase in Corruption/Co-optation of different actors,
vasove-vode-illegal-landfill-montenegro,Loss of landscape/sense of place,
vasove-vode-illegal-landfill-montenegro,Violations of human rights,
kusile-coal-fired-power-station-protest,Loss of livelihood,
proyecto-minero-polimetalico-castellanos-plomo-y-zinc-pinar-del-rio-cuba,"Lack of work security, labour absenteeism, firings, unemployment",
proyecto-minero-polimetalico-castellanos-plomo-y-zinc-pinar-del-rio-cuba,Loss of livelihood,
proyecto-minero-polimetalico-castellanos-plomo-y-zinc-pinar-del-rio-cuba,"Social problems (alcoholism, prostitution, etc..)",
proyecto-minero-polimetalico-castellanos-plomo-y-zinc-pinar-del-rio-cuba,Specific impacts on women,
proyecto-minero-polimetalico-castellanos-plomo-y-zinc-pinar-del-rio-cuba,Violations of human rights,
la-ampliacion-de-la-autopista-valle-coche-en-caracas,Displacement,
la-ampliacion-de-la-autopista-valle-coche-en-caracas,Loss of livelihood,
la-ampliacion-de-la-autopista-valle-coche-en-caracas,Loss of landscape/sense of place,
dixie-meadows-geothermal-plant-nevada-usa,Loss of traditional knowledge/practices/cultures,
dixie-meadows-geothermal-plant-nevada-usa,Violations of human rights,
dixie-meadows-geothermal-plant-nevada-usa,Loss of landscape/sense of place,
ikot-ado-udo-case-nigeria,Displacement,
ikot-ado-udo-case-nigeria,"Lack of work security, labour absenteeism, firings, unemployment",
ikot-ado-udo-case-nigeria,Loss of livelihood,
ikot-ado-udo-case-nigeria,Militarization and increased police presence,
ikot-ado-udo-case-nigeria,Specific impacts on women,
ikot-ado-udo-case-nigeria,Violations of human rights,
ikot-ado-udo-case-nigeria,Land dispossession,
ikot-ado-udo-case-nigeria,Loss of landscape/sense of place,
oil-pipeline-and-refinery-in-balboa-extremadura-spain,Increase in Corruption/Co-optation of different actors,
oil-pipeline-and-refinery-in-balboa-extremadura-spain,Loss of livelihood,
shougang-marcona-peru,Increase in violence and crime,
shougang-marcona-peru,"Lack of work security, labour absenteeism, firings, unemployment",
shougang-marcona-peru,Militarization and increased police presence,
shougang-marcona-peru,"Social problems (alcoholism, prostitution, etc..)",
shougang-marcona-peru,Specific impacts on women,
shougang-marcona-peru,Violations of human rights,
the-dalieh-of-raouche-lebanon,Increase in Corruption/Co-optation of different actors,
the-dalieh-of-raouche-lebanon,Loss of livelihood,
the-dalieh-of-raouche-lebanon,Loss of traditional knowledge/practices/cultures,
the-dalieh-of-raouche-lebanon,Loss of landscape/sense of place,
henoko-bay-dugong-or-us-base-for-okinawa,Militarization and increased police presence,
henoko-bay-dugong-or-us-base-for-okinawa,Violations of human rights,
henoko-bay-dugong-or-us-base-for-okinawa,Increase in violence and crime,
henoko-bay-dugong-or-us-base-for-okinawa,Loss of livelihood,
henoko-bay-dugong-or-us-base-for-okinawa,Loss of traditional knowledge/practices/cultures,
henoko-bay-dugong-or-us-base-for-okinawa,"Social problems (alcoholism, prostitution, etc..)",
henoko-bay-dugong-or-us-base-for-okinawa,Loss of landscape/sense of place,
limits-to-lignite-mining-horni-jiretin,Loss of landscape/sense of place,
limits-to-lignite-mining-horni-jiretin,Displacement,
limits-to-lignite-mining-horni-jiretin,Increase in Corruption/Co-optation of different actors,
limits-to-lignite-mining-horni-jiretin,"Lack of work security, labour absenteeism, firings, unemployment",
limits-to-lignite-mining-horni-jiretin,Loss of traditional knowledge/practices/cultures,
limits-to-lignite-mining-horni-jiretin,Land dispossession,
saugeen-ojibway-nation-vote-no-against-the-building-of-an-underground-nuclear-waste-storage-facility-near-lake-huron-ontario,Displacement,
saugeen-ojibway-nation-vote-no-against-the-building-of-an-underground-nuclear-waste-storage-facility-near-lake-huron-ontario,Loss of livelihood,
saugeen-ojibway-nation-vote-no-against-the-building-of-an-underground-nuclear-waste-storage-facility-near-lake-huron-ontario,Loss of traditional knowledge/practices/cultures,
saugeen-ojibway-nation-vote-no-against-the-building-of-an-underground-nuclear-waste-storage-facility-near-lake-huron-ontario,Violations of human rights,
saugeen-ojibway-nation-vote-no-against-the-building-of-an-underground-nuclear-waste-storage-facility-near-lake-huron-ontario,Land dispossession,
